Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
03/04/2021,9,AK,10454,326165,5311,5374,192172,2395,Admin,10454,5312,4907,129623,2805,0,0,0
03/04/2021,9,MO,42633,1458439,41522,23964,945839,24783,Report,42633,41522,0,0,0,0,0,0
03/04/2021,9,GU,130,60952,275,99,37032,118,Admin,130,276,28,23034,151,0,0,0
03/04/2021,9,TN,37078,1492576,40345,22369,975937,24825,Report,37078,40345,0,0,0,0,0,0
03/04/2021,9,NH,9375,360117,7799,5883,245287,5719,Admin,9375,7799,3802,119507,2249,0,0,0
03/04/2021,9,ME,79,334528,4162,77,225751,2434,Report,79,4162,0,0,0,0,0,0
03/04/2021,9,FL,183122,6386788,127407,116450,3862252,79030,Admin,183122,127408,51759,2162797,36380,0,0,0
03/04/2021,9,NM,23636,824579,16466,14654,517092,9972,Admin,23636,16466,9169,307112,6937,0,0,0
03/04/2021,9,MN,35344,1512877,42011,20168,1005910,25916,Report,35344,42011,0,0,0,0,0,0
03/04/2021,9,OK,33581,1181414,30556,18803,745587,15814,Report,33581,30556,0,0,0,0,0,0
03/04/2021,9,MS,27495,799614,21464,19333,504245,12255,Admin,27495,21464,10674,278743,9535,0,0,0
03/04/2021,9,KY,47087,1291272,31391,31265,822491,20343,Admin,47087,31391,16494,459353,11010,0,0,0
03/04/2021,9,TX,274116,7590668,214059,177216,4770028,126630,Admin,274116,214059,96114,2709189,85136,0,0,0
03/04/2021,9,OR,38137,1224941,28101,26524,769336,16858,Admin,38137,28101,11712,437844,10965,0,0,0
03/04/2021,9,GU,696,56131,496,390,34950,180,Report,696,496,0,0,0,0,0,0
03/04/2021,9,WA,76013,2300834,61497,45112,1428464,33048,Admin,76013,61498,29976,839022,27693,0,0,0
03/04/2021,9,NC,54611,2661523,64444,27701,1713861,41302,Report,54611,64444,0,0,0,0,0,0
03/04/2021,9,AR,16935,704368,18831,10001,451127,9511,Report,16935,18831,0,0,0,0,0,0
03/04/2021,9,US,2032374,82572848,2042676,1180091,54035670,1137325,Report,2032374,2042676,0,0,0,0,0,0
03/04/2021,9,AK,3541,276891,3905,1807,172050,1927,Report,3541,3905,0,0,0,0,0,0
03/04/2021,9,MS,19838,685610,22804,10800,446777,11546,Report,19838,22804,0,0,0,0,0,0
03/04/2021,9,MH,760,12111,250,551,9386,187,Report,760,250,0,0,0,0,0,0
03/04/2021,9,ND,5108,246289,6054,2813,158151,3585,Report,5108,6054,0,0,0,0,0,0
03/04/2021,9,OR,22981,1073041,26216,11741,679526,14185,Report,22981,26216,0,0,0,0,0,0
03/04/2021,9,CA,390325,12120178,313258,234767,8180843,188095,Admin,390325,313258,154003,3813448,123080,0,0,0
03/04/2021,9,NJ,75396,2325257,65554,53590,1550894,41709,Report,75396,65554,0,0,0,0,0,0
03/04/2021,9,NH,10341,349825,8368,7333,246784,6397,Report,10341,8368,0,0,0,0,0,0
03/04/2021,9,FM,389,16578,465,48,10815,88,Report,389,465,0,0,0,0,0,0
03/04/2021,9,VI,1136,29644,724,607,18914,427,Admin,1136,725,524,10582,294,0,0,0
03/04/2021,9,NC,99431,3068075,72654,71556,1956761,47673,Admin,99431,72654,28214,1093174,24403,0,0,0
03/04/2021,9,NJ,85023,2524020,68275,54266,1657684,45370,Admin,85023,68275,32992,900775,23455,0,0,0
03/04/2021,9,PR,35308,1028707,24439,22720,635428,15173,Admin,35308,24440,12556,363370,9279,0,0,0
03/04/2021,9,CT,37639,1207720,25895,26004,782386,17551,Admin,37639,25896,12291,408442,8264,0,0,0
03/04/2021,9,AS,546,21625,269,437,13386,235,Report,546,269,0,0,0,0,0,0
03/04/2021,9,TX,187544,6379094,181691,109088,4110436,96780,Report,187544,181691,0,0,0,0,0,0
03/04/2021,9,WI,43020,1596290,40300,22930,1023137,19132,Report,43020,40300,0,0,0,0,0,0
03/04/2021,9,RI,10433,334650,9471,7127,237093,6826,Admin,10433,9471,3299,97822,2703,0,0,0
03/04/2021,9,MT,14138,362763,8358,7063,227016,4289,Admin,14138,8358,7061,127094,4005,0,0,0
03/04/2021,9,KS,16222,661143,16959,9900,439753,9501,Report,16222,16959,0,0,0,0,0,0
03/04/2021,9,MO,57243,1718882,43195,38385,1104200,27691,Admin,57243,43195,19845,563934,15450,0,0,0
03/04/2021,9,WV,11996,553449,9702,8253,335690,5083,Report,11996,9702,0,0,0,0,0,0
03/04/2021,9,IA,38837,920270,22913,23117,629870,12179,Admin,38837,22913,18951,279930,11159,0,0,0
03/04/2021,9,SD,10585,320955,6330,7210,207609,3773,Admin,10585,6330,3779,114104,2653,0,0,0
03/04/2021,9,MP,355,19580,301,167,11427,185,Report,355,301,0,0,0,0,0,0
03/04/2021,9,DC,6631,267760,5065,4073,162947,2865,Admin,6631,5066,2093,64904,1731,0,0,0
03/04/2021,9,NY,209245,5942323,156747,148275,3719282,107614,Admin,209245,156748,56503,1969745,43467,0,0,0
03/04/2021,9,PA,87817,3036398,78068,52265,2079821,44843,Report,87817,78068,0,0,0,0,0,0
03/04/2021,9,SC,52554,1202753,29268,15911,773039,12402,Report,52554,29268,0,0,0,0,0,0
03/04/2021,9,RP,0,8198,6,0,5095,0,Admin,0,6,0,3133,5,0,0,0
03/04/2021,9,US,3199162,98038661,2360767,1967069,62530000,1394040,Admin,3199162,2360767,1223801,33516500,926905,0,0,0
03/04/2021,9,ID,9240,428196,10173,4411,271981,5160,Report,9240,10173,0,0,0,0,0,0
03/04/2021,9,FL,146854,5314200,101286,93635,3391582,58324,Report,146854,101286,0,0,0,0,0,0
03/04/2021,9,MA,71626,2191285,57676,41998,1482539,33041,Admin,71626,57676,33778,683074,24731,0,0,0
03/04/2021,9,SC,41498,1388608,26872,24770,860200,14397,Admin,41498,26872,16351,504107,12678,0,0,0
03/04/2021,9,IL,85314,3107699,84036,43569,2135813,42255,Report,85314,84036,0,0,0,0,0,0
03/04/2021,9,VA,63804,2284452,62240,37471,1455705,32246,Report,63804,62240,0,0,0,0,0,0
03/04/2021,9,GA,53772,2187289,32206,23513,1333071,13091,Report,53772,32206,0,0,0,0,0,0
03/04/2021,9,IA,19454,773314,20308,10115,563586,13479,Report,19454,20308,0,0,0,0,0,0
03/04/2021,9,DC,5331,207421,4913,3826,135292,2987,Report,5331,4913,0,0,0,0,0,0
03/04/2021,9,NV,16207,750160,18282,9913,483286,8611,Report,16207,18282,0,0,0,0,0,0
03/04/2021,9,WV,22685,597937,10899,15334,366503,6565,Admin,22685,10900,7742,229615,4413,0,0,0
03/04/2021,9,MP,326,19944,297,176,11611,173,Admin,326,298,150,8323,125,0,0,0
03/04/2021,9,DE,8074,290427,6776,4708,180416,3784,Admin,8074,6777,3244,105016,2890,0,0,0
03/04/2021,9,AZ,48930,1979929,53198,21662,1329996,23834,Report,48930,53198,0,0,0,0,0,0
03/04/2021,9,LA,41746,1346453,30629,25768,844244,19273,Admin,41746,30629,18031,491602,11586,0,0,0
03/04/2021,9,TN,44479,1773768,44869,25664,1124801,26886,Admin,44479,44869,17456,591677,16244,0,0,0
03/04/2021,9,IL,130186,3693330,95819,62255,2412070,46434,Admin,130186,95820,67256,1255755,47899,0,0,0
03/04/2021,9,WA,54679,1942877,54350,32720,1239194,25562,Report,54679,54350,0,0,0,0,0,0
03/03/2021,9,MI,34365,2423899,54200,24654,1534341,30872,Report,34365,54200,0,0,0,0,0,0
03/03/2021,9,AL,34361,1103495,24989,13254,708230,10415,Admin,34361,24990,21122,399621,14564,0,0,0
03/03/2021,9,WY,6142,162918,3793,3548,104459,1749,Report,6142,3793,0,0,0,0,0,0
03/03/2021,9,WY,4876,180337,3716,2737,112396,1802,Admin,4876,3716,2155,65362,1848,0,0,0
03/03/2021,9,MD,51183,1632888,41032,31483,1029363,23623,Admin,51183,41033,19574,608496,17130,0,0,0
03/03/2021,9,AL,27870,1000031,22904,11154,658906,9700,Report,27870,22904,0,0,0,0,0,0
03/03/2021,9,MO,31739,1415806,39796,20606,921875,23164,Report,31739,39796,0,0,0,0,0,0
03/03/2021,9,TX,234921,6191550,181084,118316,4001348,91210,Report,234921,181084,0,0,0,0,0,0
03/03/2021,9,NE,20270,581119,13480,12101,364999,7121,Admin,20270,13480,7843,201910,5963,0,0,0
03/03/2021,9,CO,36214,1675435,31968,21498,1064137,18154,Admin,36214,31969,14141,570925,13027,0,0,0
03/03/2021,9,ME,14379,410171,9675,9837,267774,5646,Admin,14379,9675,4584,138568,3997,0,0,0
03/03/2021,9,KS,15373,644921,16288,8704,429853,8863,Report,15373,16288,0,0,0,0,0,0
03/03/2021,9,IL,63438,3022385,80143,32796,2092244,40129,Report,63438,80143,0,0,0,0,0,0
03/03/2021,9,WI,32070,1553270,38650,17720,1000207,17452,Report,32070,38650,0,0,0,0,0,0
03/03/2021,9,MP,331,19225,307,182,11260,181,Report,331,307,0,0,0,0,0,0
03/03/2021,9,CA,376935,11729853,309843,223226,7946076,184026,Admin,376935,309843,151719,3659445,123479,0,0,0
03/03/2021,9,OH,87939,3149316,75857,55041,1994164,42707,Admin,87939,75857,33269,1121394,31954,0,0,0
03/03/2021,9,UT,23612,745913,16677,16472,423021,8408,Report,23612,16677,0,0,0,0,0,0
03/03/2021,9,US,1908873,80540474,2010790,1100132,52855579,1088348,Report,1908873,2010790,0,0,0,0,0,0
03/03/2021,9,CT,36369,1170081,24578,26231,756382,16004,Admin,36369,24579,9925,396151,8360,0,0,0
03/03/2021,9,SD,10011,310370,6225,5276,200399,3639,Admin,10011,6226,4838,110325,2635,0,0,0
03/03/2021,9,IL,114517,3563144,94042,50646,2349815,44870,Admin,114517,94042,62243,1188499,47548,0,0,0
03/03/2021,9,FL,163288,6203666,119565,107395,3745802,72238,Admin,163288,119565,42803,2111038,35478,0,0,0
03/03/2021,9,VT,7491,200634,4526,4466,130982,2761,Admin,7491,4526,2881,66918,1687,0,0,0
03/03/2021,9,DC,6188,261129,4882,3890,158874,2697,Admin,6188,4883,1926,62811,1701,0,0,0
03/03/2021,9,IA,34890,881433,21382,18753,606753,11846,Admin,34890,21383,17212,260979,9479,0,0,0
03/03/2021,9,OR,11718,1050060,26330,7050,667785,14054,Report,11718,26330,0,0,0,0,0,0
03/03/2021,9,MD,64124,1454494,42073,42848,934749,22860,Report,64124,42073,0,0,0,0,0,0
03/03/2021,9,ID,9315,418956,10346,4510,267570,5129,Report,9315,10346,0,0,0,0,0,0
03/03/2021,9,UT,24302,815938,18446,16585,531564,11460,Admin,24302,18447,8146,281853,6949,0,0,0
03/03/2021,9,NM,23129,800943,16378,14553,502438,9691,Admin,23129,16379,10172,297943,7144,0,0,0
03/03/2021,9,US,2901132,94839499,2323038,1748673,60562931,1335026,Admin,2901132,2323038,1111031,32292699,939817,0,0,0
03/03/2021,9,MH,461,15485,290,228,11401,187,Admin,461,290,233,4016,102,0,0,0
03/03/2021,9,NC,61809,2606912,63203,39710,1686160,39900,Report,61809,63203,0,0,0,0,0,0
03/03/2021,9,PR,32758,993399,23273,18590,612708,13857,Admin,32758,23273,14147,350814,9405,0,0,0
03/03/2021,9,WA,47038,1888198,53397,24146,1206474,23486,Report,47038,53397,0,0,0,0,0,0
03/03/2021,9,MT,13613,348625,7931,7753,219953,4026,Admin,13613,7931,5909,120033,3837,0,0,0
03/03/2021,9,KS,29030,831225,21339,19074,552354,13279,Admin,29030,21339,10103,276291,8007,0,0,0
03/03/2021,9,CA,234044,9731169,265023,141075,6672891,146242,Report,234044,265023,0,0,0,0,0,0
03/03/2021,9,ND,2333,241181,5910,1177,155338,3534,Report,2333,5910,0,0,0,0,0,0
03/03/2021,9,NC,89912,2968644,71195,57666,1885205,46114,Admin,89912,71195,31935,1064960,24428,0,0,0
03/03/2021,9,VA,49221,2220648,59592,28620,1418234,29279,Report,49221,59592,0,0,0,0,0,0
03/03/2021,9,SC,27150,1150199,25214,8406,757128,11512,Report,27150,25214,0,0,0,0,0,0
03/03/2021,9,MN,58730,1742276,46007,35657,1117717,27150,Admin,58730,46008,22658,608379,18387,0,0,0
03/03/2021,9,NH,8946,339484,8178,6719,239451,6262,Report,8946,8178,0,0,0,0,0,0
03/03/2021,9,RI,6968,282767,9181,5179,200683,6861,Report,6968,9181,0,0,0,0,0,0
03/03/2021,9,WI,67945,1788402,45791,39297,1110048,23251,Admin,67945,45791,26924,621727,21376,0,0,0
