Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
08/06/2021,31,WI,11347,6317891,8488,7975,3334310,6061,Admin,11347,8488,3868,3079616,2867,0,0,0
08/06/2021,31,GA,473,9080611,20051,326,5002976,14214,Report,473,20051,445,4146314,6056,0,0,0
08/06/2021,31,VA,17999,9774660,16328,11475,5315684,10314,Report,17999,16328,7042,4688721,6280,0,0,0
08/06/2021,31,NH,1207,1601825,1574,887,869499,1102,Report,1207,1574,490,795930,581,0,0,0
08/06/2021,31,SD,2389,860188,1465,1615,471455,1046,Report,2389,1465,892,418517,505,0,0,0
08/06/2021,31,HI,3097,1758892,1727,2293,1020310,1281,Admin,3097,1728,1123,770619,638,0,0,0
08/06/2021,31,IA,7094,3220128,4614,5148,1725754,3349,Admin,7094,4614,2310,1597861,1522,0,0,0
08/06/2021,31,MA,10658,9199585,9516,6921,5040267,6112,Report,10658,9516,4340,4429815,3958,0,0,0
08/06/2021,31,US,821060,349787479,694138,565104,193764457,465039,Report,821060,694138,280690,165918256,247739,0,0,0
08/06/2021,31,AR,11962,2520966,12604,8622,1464344,8603,Report,11962,12604,3477,1125427,4316,0,0,0
08/06/2021,31,CO,11856,6532588,10349,7664,3523109,6353,Report,11856,10349,4635,3157207,4075,0,0,0
08/06/2021,31,TX,105669,28380711,77749,77453,15933463,57173,Admin,105669,77750,30023,13109229,22042,0,0,0
08/06/2021,31,LA,23776,3859677,17048,18475,2167065,13858,Admin,23776,17048,5777,1786634,3598,0,0,0
08/06/2021,31,RI,2288,1340258,1833,1392,724074,1124,Report,2288,1833,854,656423,815,0,0,0
08/06/2021,31,AK,1092,702821,921,765,385181,645,Report,1092,921,447,335163,355,0,0,0
08/06/2021,31,MI,14681,10062849,11425,9783,5304833,7599,Admin,14681,11425,5418,4945964,4229,0,0,0
08/06/2021,31,MI,14410,9867777,11663,9285,5227745,7305,Report,14410,11663,5713,4906126,4706,0,0,0
08/06/2021,31,CO,13163,6660939,9484,8379,3575386,6199,Admin,13163,9485,5169,3211750,3667,0,0,0
08/06/2021,31,SD,2012,863822,1419,1376,476121,1031,Admin,2012,1420,734,418320,466,0,0,0
08/06/2021,31,GU,451,208665,291,232,110479,149,Admin,451,291,250,101271,170,0,0,0
08/06/2021,31,OK,14784,3604608,10101,10598,2015078,7438,Admin,14784,10101,4551,1651613,2973,0,0,0
08/06/2021,31,AL,29942,3681013,13458,24438,2132431,10925,Report,29942,13458,6375,1703519,2878,0,0,0
08/06/2021,31,MN,11641,6132262,8474,8289,3338669,5715,Report,11641,8474,3763,3051003,3035,0,0,0
08/06/2021,31,NJ,20839,10483346,18239,13333,5752491,11575,Report,20839,18239,8469,5229423,7557,0,0,0
08/06/2021,31,CA,107737,46623018,78674,70074,26529278,52113,Admin,107737,78675,40492,21446876,28837,0,0,0
08/06/2021,31,IN,11343,6131844,10018,7354,3239225,6475,Report,11343,10018,3968,2998649,3612,0,0,0
08/06/2021,31,UT,9552,3116713,7051,6177,1750234,4628,Admin,9552,7051,3532,1482142,2553,0,0,0
08/06/2021,31,FL,83036,23492479,67434,61334,13128829,50799,Admin,83036,67435,23636,10793128,18202,0,0,0
08/06/2021,31,TN,17148,5839810,14231,11750,3182921,9862,Report,17148,14231,4567,2693633,3974,0,0,0
08/06/2021,31,FL,78849,22962065,69028,57986,12877283,50597,Report,78849,69028,20967,10609339,19195,0,0,0
08/06/2021,31,LA,40388,3739351,15965,33041,2091827,13083,Report,40388,15965,8464,1735728,3295,0,0,0
08/06/2021,31,US,896671,357262815,676777,620699,196583155,474976,Admin,896671,676778,302918,168396098,222138,0,0,0
08/06/2021,31,NJ,20951,10616698,17135,13734,5813691,11375,Admin,20951,17135,8142,5318890,6574,0,0,0
08/06/2021,31,MP,245,62518,195,94,32996,99,Report,245,195,154,30095,101,0,0,0
08/06/2021,31,MP,221,62801,190,106,33138,94,Admin,221,191,124,30252,103,0,0,0
08/06/2021,31,OK,10608,3515646,9300,7901,1970280,6879,Report,10608,9300,3123,1609164,2678,0,0,0
08/06/2021,31,ID,2616,1386130,2105,1850,741088,1466,Report,2616,2105,876,672585,756,0,0,0
08/06/2021,31,NE,109,1963235,3548,76,1050179,2438,Report,109,3548,79,964529,1141,0,0,0
08/06/2021,31,AS,374,52933,180,198,29207,86,Report,374,180,174,24217,93,0,0,0
08/06/2021,31,VT,746,875182,520,474,482072,356,Admin,746,521,350,425782,226,0,0,0
08/06/2021,31,HI,1741,1727517,1460,1297,1009796,1000,Report,1741,1460,661,761594,608,0,0,0
08/06/2021,31,AL,20389,3781282,14170,16009,2183943,11421,Admin,20389,14170,4865,1746610,3104,0,0,0
08/06/2021,31,ND,1207,668194,858,902,367148,611,Report,1207,858,353,307221,267,0,0,0
08/06/2021,31,UT,121,3030125,5205,87,1701453,3295,Report,121,5205,91,1446691,2059,0,0,0
08/06/2021,31,WV,981,1490650,512,695,828849,361,Report,981,512,487,701437,281,0,0,0
08/06/2021,31,AR,16650,2610199,10421,11146,1515416,7443,Admin,16650,10422,5933,1170169,3248,0,0,0
08/06/2021,31,KY,11190,3994173,8333,8050,2191973,6202,Admin,11190,8333,3645,1937139,2527,0,0,0
08/06/2021,31,ME,2164,1711272,1683,1652,933933,1199,Admin,2164,1684,644,873259,581,0,0,0
08/06/2021,31,AZ,21799,7182354,13785,13769,3989636,9095,Report,21799,13785,7824,3322203,4727,0,0,0
08/06/2021,31,KY,11850,4256600,10196,8739,2353667,7103,Report,11850,10196,3563,2056629,3468,0,0,0
08/06/2021,31,MH,0,36520,67,0,20181,41,Report,0,67,0,17505,36,0,0,0
08/06/2021,31,WA,15237,8865703,11274,9817,4742760,7212,Admin,15237,11274,6145,4341664,4591,0,0,0
08/06/2021,31,OR,8007,4852154,5626,5571,2606473,3903,Admin,8007,5627,3180,2402719,2147,0,0,0
08/06/2021,31,MN,11344,6356064,8479,8197,3416691,6144,Admin,11344,8479,3741,3188583,2751,0,0,0
08/06/2021,31,NY,49603,23576211,40509,33926,12637684,27424,Admin,49603,40510,17814,11364191,14997,0,0,0
08/06/2021,31,MT,215,979133,1071,159,534099,765,Report,215,1071,70,475689,361,0,0,0
08/06/2021,31,WI,10792,6210861,8057,7755,3296108,5473,Report,10792,8057,3791,3032217,2973,0,0,0
08/06/2021,31,ME,2145,1681834,2485,1455,921590,1198,Report,2145,2485,794,862391,1353,0,0,0
08/06/2021,31,FM,389,60427,422,328,36874,336,Admin,389,422,234,32227,261,0,0,0
08/06/2021,31,AK,417,742368,673,281,392881,462,Admin,417,673,177,349373,270,0,0,0
08/06/2021,31,KS,8260,2816969,5908,5495,1566968,4090,Admin,8260,5908,3096,1364547,2045,0,0,0
08/06/2021,31,PA,30432,14722968,25014,19834,8479941,15625,Report,30432,25014,12173,6767007,10485,0,0,0
08/06/2021,31,IL,27068,14115128,21945,17187,7528296,14053,Admin,27068,21946,10867,6979270,8713,0,0,0
08/06/2021,31,PR,11591,4372321,7968,7448,2357842,4781,Admin,11591,7968,4412,2104742,3371,0,0,0
08/06/2021,31,MO,15956,5551708,14882,9882,3089375,9347,Report,15956,14882,6503,2568927,5919,0,0,0
08/06/2021,31,MD,12901,7280478,11782,7965,3933343,7134,Report,12901,11782,4968,3585319,4821,0,0,0
08/06/2021,31,WA,16130,9080850,13086,10311,4921023,8003,Report,16130,13086,6555,4422548,5685,0,0,0
08/06/2021,31,VA,20350,10041010,15849,13790,5429923,10611,Admin,20350,15849,7063,4809234,5635,0,0,0
08/06/2021,31,GU,55,203753,269,31,108824,140,Report,55,269,31,99232,160,0,0,0
08/06/2021,31,MH,131,37554,69,111,20849,36,Admin,131,70,30,17897,38,0,0,0
08/06/2021,31,MS,119,2188644,5554,89,1212370,4352,Report,119,5554,197,1035655,1283,0,0,0
08/06/2021,31,OH,18991,11177061,15244,12796,5957519,9889,Report,18991,15244,6453,5470576,5676,0,0,0
08/06/2021,31,DE,2179,1124521,1678,1414,620274,1129,Admin,2179,1678,781,527108,593,0,0,0
08/06/2021,31,IA,5416,3169029,4492,3864,1702937,3128,Report,5416,4492,1839,1575957,1644,0,0,0
08/06/2021,31,FM,546,57098,197,500,34350,161,Report,546,197,298,29895,93,0,0,0
08/06/2021,31,WY,3987,451872,756,2857,250175,547,Report,3987,756,1356,213889,287,0,0,0
08/06/2021,31,SC,15771,4545392,11376,10754,2507347,8049,Admin,15771,11376,5464,2136797,3296,0,0,0
08/06/2021,31,DE,2210,1100549,1812,1407,611303,1139,Report,2210,1812,794,517378,692,0,0,0
08/06/2021,31,OH,19652,11264339,14314,13902,6004299,10095,Admin,19652,14315,6847,5522687,5030,0,0,0
08/06/2021,31,NE,4813,2004384,3581,3419,1066599,2581,Admin,4813,3581,1609,978265,1120,0,0,0
08/06/2021,31,AZ,18177,7564464,13194,11469,4083088,8736,Admin,18177,13195,7496,3419149,4858,0,0,0
08/06/2021,31,NC,19407,9832754,18709,14353,5507258,13658,Report,19407,18709,6180,4623799,5667,0,0,0
08/06/2021,31,VI,437,89562,337,305,50207,250,Admin,437,338,134,39471,91,0,0,0
08/06/2021,31,IL,26038,13791502,25608,16886,7922344,15656,Report,26038,25608,9713,6204409,8908,0,0,0
08/06/2021,31,NY,58229,23200649,42561,38874,12462904,27374,Report,58229,42561,20917,11206809,16529,0,0,0
08/06/2021,31,RP,0,26674,55,0,15345,39,Report,0,55,0,13627,23,0,0,0
08/06/2021,31,RP,125,26808,43,125,15475,43,Admin,125,43,19,13620,2,0,0,0
08/06/2021,31,GA,29790,9303986,24202,21616,5123921,17868,Admin,29790,24202,8868,4228953,6777,0,0,0
08/06/2021,31,PR,16860,4014026,5548,8949,2201913,2897,Report,16860,5548,8209,1931522,2835,0,0,0
08/06/2021,31,KS,7454,2738798,6121,4706,1529361,4246,Report,7454,6121,3015,1329793,2117,0,0,0
08/05/2021,31,SC,11685,4458668,9799,8863,2458932,7097,Report,11685,9799,3440,2106365,3123,0,0,0
08/05/2021,31,WI,10552,6200069,7907,7341,3288353,5298,Report,10552,7907,3720,3028426,2986,0,0,0
08/05/2021,31,RI,2449,1337970,1834,1511,722682,1126,Report,2449,1834,1713,655569,947,0,0,0
08/05/2021,31,TN,16464,6018977,14154,12021,3253616,10248,Admin,16464,14154,4912,2745906,4115,0,0,0
08/05/2021,31,AL,16542,3760893,13776,13378,2167934,11185,Admin,16542,13776,3617,1741745,2945,0,0,0
08/05/2021,31,MI,13018,10048168,11425,8571,5295050,7577,Admin,13018,11426,4883,4940546,4254,0,0,0
08/05/2021,31,MA,10662,9253503,9401,7344,5066477,6173,Admin,10662,9402,3941,4456448,3718,0,0,0
08/05/2021,31,AS,0,52559,127,0,29009,57,Report,0,127,1,24043,69,0,0,0
08/05/2021,31,FL,76773,22883216,67364,56767,12819297,49309,Report,76773,67364,20377,10588372,18860,0,0,0
08/05/2021,31,MS,290,2188525,8151,185,1212281,6412,Report,290,8151,206,1035458,1827,0,0,0
08/05/2021,31,CO,11544,6520732,10190,7475,3515445,6135,Report,11544,10190,4559,3152572,4093,0,0,0
08/05/2021,31,PR,6441,3997166,4603,3416,2192964,2328,Report,6441,4603,3222,1923313,2491,0,0,0
08/05/2021,31,ND,1223,666987,868,830,366246,609,Report,1223,868,389,306868,276,0,0,0
08/05/2021,31,OH,17519,11158070,18520,11623,5944723,10762,Report,17519,18520,5997,5464123,7832,0,0,0
08/05/2021,31,WA,12950,8850466,11127,8360,4732943,7044,Admin,12950,11128,5259,4335519,4602,0,0,0
08/05/2021,31,SC,12524,4529621,11027,9455,2496593,7819,Admin,12524,11027,3638,2131333,3174,0,0,0
08/05/2021,31,ME,2134,1709108,1656,1630,932281,1147,Admin,2134,1656,672,872615,603,0,0,0
08/05/2021,31,MO,17735,5535752,15056,10737,3079493,9613,Report,17735,15056,7570,2562424,5843,0,0,0
08/05/2021,31,IL,27505,13765464,28828,17664,7905458,17673,Report,27505,28828,10536,6194696,10142,0,0,0
08/05/2021,31,DC,1314,906650,1190,787,501335,710,Report,1314,1190,547,388761,495,0,0,0
08/05/2021,31,PR,10168,4360730,7720,5977,2350394,4521,Admin,10168,7720,4425,2100330,3376,0,0,0
08/05/2021,31,NM,4139,2507037,4930,2929,1370332,3003,Report,4139,4930,1410,1206469,2025,0,0,0
08/05/2021,31,PA,22856,15417635,18752,16325,8839073,13041,Admin,22856,18753,9272,7102154,7071,0,0,0
08/05/2021,31,MP,178,62273,184,87,32902,99,Report,178,184,93,29941,89,0,0,0
08/05/2021,31,RP,0,26683,55,0,15350,39,Admin,0,55,0,13601,23,0,0,0
08/05/2021,31,IN,10544,6193766,9641,7049,3262133,6446,Admin,10544,9642,3997,3024889,3553,0,0,0
08/05/2021,31,KY,10482,4244750,9865,7616,2344928,6852,Report,10482,9865,3327,2053066,3411,0,0,0
08/05/2021,31,OK,10692,3505038,9227,7862,1962379,6804,Report,10692,9227,3170,1606041,2665,0,0,0
08/05/2021,31,NV,7534,3001625,7753,5100,1697545,5229,Report,7534,7753,2809,1380831,2842,0,0,0
08/05/2021,31,NM,4732,2389814,3558,3351,1303780,2541,Admin,4732,3559,1605,1172032,1209,0,0,0
08/05/2021,31,AS,29,53042,149,18,29240,66,Admin,29,150,11,24230,75,0,0,0
08/05/2021,31,SD,1909,861810,1378,1384,474745,1012,Admin,1909,1379,669,417586,444,0,0,0
08/05/2021,31,WA,16280,9064720,13402,10233,4910712,8039,Report,16280,13402,6879,4415993,5971,0,0,0
08/05/2021,31,GU,284,203698,337,149,108793,175,Report,284,337,177,99201,196,0,0,0
08/05/2021,31,GA,27382,9274196,24256,20358,5102305,17942,Admin,27382,24257,7663,4220085,6749,0,0,0
08/05/2021,31,NC,18918,9813347,18948,14067,5492905,13694,Report,18918,18948,5691,4617619,5807,0,0,0
08/05/2021,31,NJ,19308,10595747,16965,13007,5799957,11192,Admin,19308,16965,7235,5310748,6609,0,0,0
08/05/2021,31,IA,5413,3213034,4388,3885,1720606,3199,Admin,5413,4388,1860,1595551,1446,0,0,0
08/05/2021,31,FL,72958,23409443,66706,55345,13067495,50467,Admin,72958,66706,19557,10769492,17856,0,0,0
08/05/2021,31,TX,91469,28275042,75389,68374,15856010,55266,Admin,91469,75389,25123,13079206,21737,0,0,0
08/05/2021,31,LA,21098,3835901,16512,17081,2148590,13571,Admin,21098,16513,4648,1780857,3358,0,0,0
08/05/2021,31,WI,11052,6306544,8238,7999,3326335,5838,Admin,11052,8239,3742,3075748,2840,0,0,0
08/05/2021,31,MD,17230,7267577,11775,11163,3925378,7118,Report,17230,11775,6707,3580351,4843,0,0,0
08/05/2021,31,NE,4122,1999571,3591,3012,1063180,2582,Admin,4122,3591,1267,976656,1140,0,0,0
08/05/2021,31,CO,10186,6647776,9448,6552,3567007,6177,Admin,10186,9449,4118,3206581,3691,0,0,0
08/05/2021,31,VA,17908,10020660,15542,12072,5416133,10324,Admin,17908,15543,6449,4802171,5620,0,0,0
08/05/2021,31,UT,97,3030004,5195,60,1701366,3288,Report,97,5195,78,1446600,2054,0,0,0
08/05/2021,31,CT,7384,4692891,6095,5140,2544105,4179,Admin,7384,6095,2751,2299911,2298,0,0,0
08/05/2021,31,DE,2020,1122342,1672,1358,618860,1126,Admin,2020,1673,749,526327,594,0,0,0
08/05/2021,31,NC,25470,10047237,20835,18678,5571543,15439,Admin,25470,20836,7600,4776712,6017,0,0,0
08/05/2021,31,MH,0,36520,88,0,20181,51,Report,0,88,0,17505,49,0,0,0
08/05/2021,31,ME,2274,1679689,2500,1511,920135,1202,Report,2274,2500,793,861597,1364,0,0,0
08/05/2021,31,MI,13177,9853367,11120,8613,5218460,6870,Report,13177,11120,5046,4900413,4692,0,0,0
08/05/2021,31,OK,12128,3589824,9801,8926,2004480,7261,Admin,12128,9801,3661,1647062,2860,0,0,0
08/05/2021,31,MD,12688,7358571,10728,8362,3955008,6926,Admin,12688,10728,4690,3609012,4077,0,0,0
08/05/2021,31,SD,2123,857799,1385,1525,469840,995,Report,2123,1385,728,417625,474,0,0,0
08/05/2021,31,CA,104590,45571605,91034,63713,25876643,56216,Report,104590,91034,43988,21054022,37400,0,0,0
08/05/2021,31,NV,7822,3035157,7488,5334,1715725,5110,Admin,7822,7489,2811,1396036,2734,0,0,0
08/05/2021,31,TX,78415,27779346,74694,55554,15616312,51985,Report,78415,74694,24958,12835583,25353,0,0,0
08/05/2021,31,AK,1198,701729,938,836,384416,651,Report,1198,938,450,334716,368,0,0,0
08/05/2021,31,WY,991,465889,759,657,254588,546,Admin,991,759,398,219614,284,0,0,0
08/05/2021,31,VT,714,875922,631,434,484241,394,Report,714,631,257,422693,270,0,0,0
08/05/2021,31,UT,7834,3107161,7024,5216,1744057,4592,Admin,7834,7024,2754,1478610,2575,0,0,0
08/05/2021,31,OH,16408,11244687,13990,11695,5990397,9832,Admin,16408,13991,5911,5515840,4969,0,0,0
08/05/2021,31,OR,7105,4770100,5796,4781,2566545,3815,Report,7105,5796,2890,2371953,2355,0,0,0
08/05/2021,31,ND,1567,663732,835,1129,369007,607,Admin,1567,835,469,319921,256,0,0,0
08/05/2021,31,MP,236,62580,195,91,33032,100,Admin,236,196,151,30128,101,0,0,0
08/05/2021,31,CA,88933,46515281,77639,59065,26459204,51313,Admin,88933,77639,32787,21406384,28625,0,0,0
08/05/2021,31,MT,1625,978918,1670,1132,533940,1193,Report,1625,1670,578,475619,550,0,0,0
08/05/2021,31,AR,11452,2509004,12458,8332,1455722,8584,Report,11452,12458,3860,1121950,4232,0,0,0
08/05/2021,31,ID,2567,1383514,2046,1798,739238,1422,Report,2567,2046,888,671709,752,0,0,0
08/05/2021,31,HI,1759,1755795,1675,1352,1018017,1195,Admin,1759,1676,676,769496,651,0,0,0
08/05/2021,31,AR,12796,2593549,10303,8804,1504270,7558,Admin,12796,10304,4422,1164236,2994,0,0,0
08/05/2021,31,PA,30217,14692536,24511,19502,8460107,15136,Report,30217,24511,11762,6754834,10484,0,0,0
08/05/2021,31,NY,47868,23526608,39820,33438,12603758,26788,Admin,47868,39820,16830,11346377,14940,0,0,0
08/05/2021,31,GU,392,208214,295,213,110247,155,Admin,392,295,206,101021,172,0,0,0
08/05/2021,31,GA,137336,9080138,25152,97494,5002650,17805,Report,137336,25152,39647,4145869,7475,0,0,0
08/05/2021,31,AL,4837,3651071,13301,3976,2107993,10818,Report,4837,13301,1113,1697144,2837,0,0,0
08/05/2021,31,MT,1932,1004410,1396,1404,544986,1024,Admin,1932,1396,683,484748,472,0,0,0
08/05/2021,31,IA,5715,3163613,4396,4091,1699073,3046,Report,5715,4396,2040,1574118,1641,0,0,0
08/05/2021,31,NY,51302,23142420,40216,33022,12424030,25465,Report,51302,40216,20100,11185892,16085,0,0,0
08/05/2021,31,MH,51,37423,59,17,20738,25,Admin,51,59,34,17867,38,0,0,0
08/05/2021,31,WV,712,1489669,513,517,828154,346,Report,712,513,334,700950,293,0,0,0
08/05/2021,31,VI,380,86219,331,263,48362,241,Report,380,331,115,37985,92,0,0,0
08/05/2021,31,MN,11782,6344720,8258,8644,3408494,5937,Admin,11782,8259,3914,3184842,2715,0,0,0
08/05/2021,31,WV,1218,1497694,552,885,832472,404,Admin,1218,553,498,707965,259,0,0,0
08/05/2021,31,NH,1429,1600618,1615,1008,868612,1129,Report,1429,1615,526,795440,591,0,0,0
08/05/2021,31,AZ,13142,7546287,13488,8836,4071619,8981,Admin,13142,13489,5135,3411653,4846,0,0,0
08/05/2021,31,AK,663,741951,815,476,392600,564,Admin,663,816,257,349196,323,0,0,0
08/05/2021,31,DC,1224,942786,1068,827,516253,675,Admin,1224,1068,411,405546,394,0,0,0
08/05/2021,31,TN,17595,5822662,13948,12095,3171171,9636,Report,17595,13948,4917,2689066,3966,0,0,0
08/05/2021,31,DE,1999,1098339,1815,1281,609896,1131,Report,1999,1815,734,516584,709,0,0,0
08/05/2021,31,KS,7329,2808709,5831,5055,1561473,4110,Admin,7329,5832,2606,1361451,1950,0,0,0
08/05/2021,31,MA,11446,9188927,10813,7461,5033346,6154,Report,11446,10813,4673,4425475,4521,0,0,0
08/05/2021,31,US,863941,348966419,699261,585336,193199353,464778,Report,863941,699261,302579,165637566,252664,0,0,0
08/05/2021,31,MO,16965,5701561,13913,10589,3154086,8785,Admin,16965,13913,7050,2642011,5536,0,0,0
08/05/2021,31,IN,12075,6120501,10102,7798,3231871,6448,Report,12075,10102,4371,2994681,3720,0,0,0
08/05/2021,31,RP,0,26674,75,0,15345,59,Report,0,75,0,13627,23,0,0,0
08/05/2021,31,MN,10315,6120621,8216,7176,3330380,5439,Report,10315,8216,3522,3047240,3068,0,0,0
08/05/2021,31,KS,7150,2731344,6032,4861,1524655,4272,Report,7150,6032,2562,1326778,2007,0,0,0
08/05/2021,31,MS,12269,2305825,9430,9023,1271119,7130,Admin,12269,9431,3171,1070776,2306,0,0,0
08/05/2021,31,VI,453,89125,342,339,49902,257,Admin,453,343,120,39337,89,0,0,0
08/05/2021,31,KY,10236,3982983,8164,7819,2183923,6137,Admin,10236,8164,3116,1933494,2437,0,0,0
08/05/2021,31,FM,117,56552,131,79,33850,98,Report,117,131,53,29597,57,0,0,0
08/05/2021,31,LA,218,3698963,12760,167,2058786,10479,Report,218,12760,119,1727264,2615,0,0,0
08/05/2021,31,VT,516,874436,514,345,481598,356,Admin,516,514,231,425432,222,0,0,0
08/05/2021,31,NH,2718,1694782,2505,1395,876240,1259,Admin,2718,2505,630,802045,597,0,0,0
08/05/2021,31,NE,8970,1963126,4079,6074,1050103,2789,Report,8970,4079,2814,964450,1313,0,0,0
08/05/2021,31,CT,8371,4620673,6207,5584,2509313,4058,Report,8371,6207,3217,2267356,2512,0,0,0
08/05/2021,31,IL,24063,14088060,21689,15586,7511109,13933,Admin,24063,21689,9499,6968403,8591,0,0,0
08/05/2021,31,US,783189,356366144,666608,555042,195962456,467907,Admin,783189,666609,257395,168093180,219083,0,0,0
08/05/2021,31,RI,2139,1365453,1717,1370,735520,1083,Admin,2139,1717,939,670551,809,0,0,0
08/05/2021,31,HI,1794,1725776,1421,1301,1008499,947,Report,1794,1421,708,760933,613,0,0,0
08/05/2021,31,OR,6688,4844147,5538,4616,2600902,3780,Admin,6688,5539,2574,2399539,2138,0,0,0
08/05/2021,31,ID,2451,1408848,2075,1767,752596,1516,Admin,2451,2075,882,683615,719,0,0,0
08/05/2021,31,AZ,14474,7160555,13177,9622,3975867,8793,Report,14474,13177,5029,3314379,4458,0,0,0
08/05/2021,31,NJ,18668,10462507,17977,12280,5739158,11353,Report,18668,17977,7471,5220954,7528,0,0,0
08/05/2021,31,WY,136,447885,296,112,247318,221,Report,136,296,86,212533,132,0,0,0
08/05/2021,31,FM,477,60038,436,367,36546,341,Admin,477,437,216,31993,265,0,0,0
08/05/2021,31,VA,18101,9756661,16165,11608,5304209,10158,Report,18101,16165,6868,4681679,6241,0,0,0
08/04/2021,31,PR,9040,4350562,8140,5424,2344417,4585,Admin,9040,8141,3828,2095905,3753,0,0,0
08/04/2021,31,MI,11298,9840190,10953,7063,5209847,6690,Report,11298,10953,4508,4895367,4684,0,0,0
08/04/2021,31,SD,1389,855676,1284,1051,468315,923,Report,1389,1284,407,416897,442,0,0,0
08/04/2021,31,ID,1878,1380947,1990,1314,737440,1385,Report,1878,1990,673,670821,744,0,0,0
08/04/2021,31,NJ,22240,10443839,18104,14634,5726878,11300,Report,22240,18104,9209,5213483,7774,0,0,0
08/04/2021,31,FM,235,56435,138,177,33771,102,Report,235,138,105,29544,66,0,0,0
08/04/2021,31,TN,15754,6002513,13886,11514,3241595,10052,Admin,15754,13887,4500,2740994,4028,0,0,0
08/04/2021,31,AR,31149,2497552,12405,17764,1447390,8630,Report,31149,12405,14070,1118090,4087,0,0,0
08/04/2021,31,UT,24286,3029907,5192,15349,1701306,3287,Report,24286,5192,9432,1446522,2052,0,0,0
08/04/2021,31,WA,12142,9048440,13014,6767,4900479,7702,Report,12142,13014,5911,4409114,5906,0,0,0
08/04/2021,31,WV,618,1488957,507,445,827637,331,Report,618,507,325,700616,303,0,0,0
08/04/2021,31,NV,8307,3027335,7419,5648,1710391,5074,Admin,8307,7419,3309,1393225,2711,0,0,0
08/04/2021,31,DC,1273,941562,1052,847,515426,659,Admin,1273,1052,395,405135,396,0,0,0
08/04/2021,31,WV,819,1496476,516,608,831587,371,Admin,819,516,340,707467,243,0,0,0
08/04/2021,31,US,768544,355582955,656561,547738,195407414,459355,Admin,768544,656562,248066,167835785,217105,0,0,0
08/04/2021,31,PA,27630,14662319,25687,16568,8440605,14820,Report,27630,25687,11836,6743072,11899,0,0,0
08/04/2021,31,MN,7996,6110306,8419,5213,3323204,5447,Report,7996,8419,2857,3043718,3244,0,0,0
08/04/2021,31,TN,12960,5805067,13415,8901,3159076,9221,Report,12960,13415,3658,2684149,3814,0,0,0
08/04/2021,31,NH,1421,1599189,1600,1044,867604,1118,Report,1421,1600,477,794914,586,0,0,0
08/04/2021,31,IL,20507,13737959,28912,13086,7887794,17574,Report,20507,28912,7806,6184160,10267,0,0,0
08/04/2021,31,MA,10769,9242841,9320,7003,5059133,6033,Admin,10769,9320,4318,4452507,3753,0,0,0
08/04/2021,31,CA,87313,46426348,77043,57892,26400139,50798,Admin,87313,77044,32030,21373597,28552,0,0,0
08/04/2021,31,WA,12955,8837516,10970,8472,4724583,6891,Admin,12955,10970,5172,4330260,4582,0,0,0
08/04/2021,31,WY,1084,464898,739,793,253931,541,Admin,1084,740,379,219216,277,0,0,0
08/04/2021,31,VI,463,85839,337,334,48099,247,Report,463,337,131,37870,95,0,0,0
08/04/2021,31,AZ,13811,7533145,13792,9193,4062783,9172,Admin,13811,13793,5026,3406518,4895,0,0,0
08/04/2021,31,GU,251,207822,305,131,110034,160,Admin,251,305,171,100815,181,0,0,0
08/04/2021,31,ID,2517,1406397,2035,1834,750829,1498,Admin,2517,2035,850,682733,697,0,0,0
08/04/2021,31,MD,12687,7250347,11186,7804,3914215,6643,Report,12687,11186,4776,3573644,4640,0,0,0
08/04/2021,31,OR,6321,4837459,5472,4659,2596286,3702,Admin,6321,5472,2094,2396965,2150,0,0,0
08/04/2021,31,NY,41428,23091118,38648,27373,12391008,24244,Report,41428,38648,15189,11165792,15655,0,0,0
08/04/2021,31,GA,691,8942802,9375,411,4905156,6487,Report,691,9375,579,4106222,3032,0,0,0
08/04/2021,31,NE,4339,1995449,3522,3164,1060168,2520,Admin,4339,3522,1373,975389,1127,0,0,0
08/04/2021,31,DC,792,905336,1124,461,500548,670,Report,792,1124,355,388214,478,0,0,0
08/04/2021,31,MT,2016,1002478,1359,1478,543582,994,Admin,2016,1359,695,484065,467,0,0,0
08/04/2021,31,SC,11955,4517097,10700,9131,2487138,7572,Admin,11955,10700,3310,2127695,3085,0,0,0
08/04/2021,31,NM,4630,2502898,4911,3228,1367403,2961,Report,4630,4911,1571,1205059,2035,0,0,0
08/04/2021,31,NV,6470,2994091,7489,4556,1692445,5047,Report,6470,7489,2244,1378022,2769,0,0,0
08/04/2021,31,PR,6042,3990725,4455,3203,2189548,2217,Report,6042,4455,3194,1920091,2473,0,0,0
08/04/2021,31,CO,9882,6637590,9525,6583,3560455,6219,Admin,9882,9525,3802,3202463,3734,0,0,0
08/04/2021,31,AK,981,741288,886,669,392124,608,Admin,981,887,375,348939,351,0,0,0
08/04/2021,31,FM,387,59561,433,346,36179,334,Admin,387,433,234,31777,267,0,0,0
